PDB,ScopTree Search for Membrane and cell surface proteins and peptides
1SQX,
1SU4,
1SVB,
1T16,
1T1L,
1T5E,
1T5R,
1T5S,
1T5T,
1T6B,
1TG8,
1TGE,
1THD,
1THQ,
1TLW,
1TLY,
1TLZ,
1TN0,
1TN5,
1TOX,
1TQQ,
1TY4,
1TZO,
1U19,
1U2M,
1U77,
1U7C,
1U7G,
1UAZ,
1UCQ,
1UJW,
1UMX,
1URZ,
1UUN,
1UYJ,
1UYN,
1UYO,
1V54,
1V55,
1V9M,
1VF5,
1VF7,
1VFP,
1VJM,
1VZS,
1WP1,
1WPG,
1WSX,
1X0I,
1X0K,
1X0S,
1XDT,
1XFH,
1XIO,
1XJI,
1XL4,
1XL6,
1XME,
1XP5,
1XQE,
1XQF,
1XRD,
1Y4Z,
1Y5I,
1Y5L,
1Y5N,
1YMG,
1YS5,
1YSG,
1YSI,
1YSN,
1YST,
1YSW,
1Z52,
1Z9K,
1ZWI,
1ZY3,
2A06,
2A0L,
2A5Y,
2A65,
2A9H,
2ABM,
2ABO,
2ACZ,
2ALA,
2AT9,
2ATK,
2AXT,
2B48,
2B6B,
2B6O,
2B6P,
2B76,
2BBJ,
2BCC,
2BID,
2BNP,
2BNS,
2BOB,
2BOC,
2BOZ,
2BRD,
2BS2,
2BS3,
2BS4,
2BZW,
2C32,
2CFP,
2CFQ,
2CLY,
2D2C,
2DWD,
2DWE,
2DYR,
2DYS,
2.00E+74,
2.00E+75,
2.00E+76,
2EIJ,
2EIK,
2EIL,
2EIM,
2EIN,
2EXW,
2EXY,
2EZ0,
2F93,
2F95,
2FCP,
2FEC,
2FED,
2FEE,
2FGQ,
2FGR,
2FKW,
2FYU,
2G87,
2GE4,
2GMR,
2GNU,
2GRX,
2GSK,
2GSM,
2GUF,
2H2P,
2H2S,
2H8A,
2H8P,
2HFE,
2HG3,
2HG5,
2HG9,
2HH1,
2HHK,
2HIT,
2HJ6,
2HJF,
2HLF,
2HN2,
2HPY,
2HT2,
2HT3,
2HT4,
2HTK,
2HTL,
2HVJ,
2HVK,
2HYD,
2I5N,
2IBZ,
2IC8,
2IRV,
2ITC,
2ITD,
2IUB,
2J8C,
2J8D,
2JIY,
2JJ0,
2JM6,
2K7W,
2LKF,
2MPR,
2NMR,
2NOP,
2NR9,
2NRF,
2NS1,
2NTU,
2NTW,
2NUU,
2NWW,
2NWX,
2O1Y,
2O21,
2O22,
2O7L,
2OAR,
2OAU,
2OCC,
2OMF,
2ONJ,
2ONK,
2P7T,
2PNO,
2PON,
2POR,
2PRC,
2PRN,
2Q6H,
2Q72,
2Q7M,
2Q7R,
2QB4,
2QFI,
2QJU,
2QPD,
2QPE,
2QTO,
2R6G,
2RCR,
2ROC,
2ROD,
2UUH,
2UUI,
2UWS,
2UWT,
2UWU,
2UWV,
2UWW,
2UX3,
2UX4,
2UX5,
2UXJ,
2UXK,
2UXL,
2UXM,
2VDF,
2VV5,
2YSU,
2YVX,
2YXQ,
2YXR,
2ZBD,
2ZBE,
2ZBF,
2ZBG,
2ZFG,
2ZLD,
3B45,
3B5Y,
3B5Z,
3B60,
3B9B,
3B9R,
3BCC,
3BL2,
3BVD,
3C0M,
3C0N,
3C0O,
3C1G,
3CIR,
3CWB,
3CX5,
3CXH,
3D31,
3D38,
3DHW,
3DKN,
3DTU,
3DVU,
3EHB,
3LKF,
3POR,
3PRC,
3PRN,
4RCR,
5PRC,
5PRN,
6PRC,
6PRN,
7AHL,
7PRC,
7PRN,
8PRN,
